N,P,K,Temp,Humidity,pH,Rainfall,Soil_temp,Soil_moisture,Crop
52.1,50.3,13,34.9,64.5,6.62,1870.1,32.2,84.9,Rice
68,73.3,10,29.6,85.5,6.54,1915.6,24.4,67.6,Rice
22.4,57.5,32.5,30.6,79,6.71,1782,32.7,80.4,Rice
47.3,44.3,44.9,32,89.6,6.13,1714.2,30.4,83.8,Rice
37.2,37,40.9,26,67.2,7.5,1409.3,23.5,92.4,Rice
63,45.6,18.1,31.1,83.9,6.91,1881.8,30.9,69.5,Rice
66,40.2,45.4,31.2,89,6.72,2114,26.6,63,Rice
57.9,42,38.2,25.6,66.2,6.8,1991.4,32.1,77.5,Rice
48.4,49.1,13.3,29.6,74.7,7.41,2211.3,24.4,89.6,Rice
58.4,48.5,10.5,31.1,80.3,6.97,2677.1,27.3,93.9,Rice
80.3,36.7,35.7,36,82.9,6.1,2257.5,29.7,87.5,Rice
37.6,42,42.3,30.4,69.1,6.72,2084.3,37,82.2,Rice
41.2,50,28.5,29.2,64.7,6.41,2078.1,29.8,78.2,Rice
35.3,74,36.4,32.9,86.4,6.16,2062.3,29.7,83.6,Rice
46.1,29.3,50.3,33.4,66.6,6.73,1931.3,33.3,72.5,Rice
44.7,54.9,12.9,26.6,78.4,6.57,2049.8,25.1,80.7,Rice
59.2,65.1,37.1,30,73.7,6.32,1000,27.5,83.2,Rice
43,70.5,26.3,25.7,84.7,5.57,1994.3,31.5,85.5,Rice
14.9,51.2,30.5,31.3,68.9,6.84,2369.7,25.2,81.2,Rice
40,32.1,10,28.9,75.7,6.35,1875,30.7,83.4,Rice
31.5,33.5,12,32,91.4,6.72,1980.6,29.2,71.9,Rice
27.4,46.8,29.6,32.3,87.9,6.03,2012.5,31.4,81.6,Rice
17.3,10,46.4,28.9,73.9,6.99,2092.7,36.6,65.7,Rice
43,33,20.8,28.2,76.8,7.09,1688.9,27.1,56,Rice
71.6,63.7,38,35.7,82.4,6.62,1969.2,32.4,78.7,Rice
44.5,65.8,10,35.4,86.1,6.83,1084.3,27.3,100,Rice
62.5,65.5,53.1,30.6,79.1,7.5,2206,24.9,52.8,Rice
23.8,29.8,14.6,28.4,74,6.86,2345.3,24,78.7,Rice
70.2,16.1,24.8,36.1,66.3,7.5,1853.9,26.9,71.1,Rice
39.2,43.1,26.7,29.5,60.8,6.73,2006.5,32.4,99.1,Rice
46.3,31.1,13.6,26.4,80.4,7.15,1581.6,26.7,81,Rice
46.6,54.1,35.8,24.7,94.2,7.01,1781.6,30,66.8,Rice
49.4,48.4,30.2,26.8,79.1,6.95,2098.4,23.5,85.6,Rice
36.3,39.6,48.9,28.6,83.4,5.44,2122.1,33.3,67.5,Rice
100,66.4,23,29.5,83.4,5.73,1876.2,29.4,72.6,Rice
46.1,52.5,48.6,33.8,54.8,5.92,2146.8,31,78.4,Rice
44.4,45.1,16.4,25.2,91.1,7.5,2086.4,23.4,87.1,Rice
23.1,44.2,13.5,32.9,91.6,7.35,1741.5,28.5,100,Rice
63,46.2,37.1,29.2,83.3,6.29,1939.5,25.1,88.6,Rice
51.4,50.6,18.9,30.8,77.5,6.95,2576.2,29.3,66.4,Rice
24,44.4,39,33,88,6.71,2794.8,27.6,84.3,Rice
72.4,66.1,29.3,28.3,71.6,7.5,2281.3,33.8,71.7,Rice
57.2,42.8,46.1,31.2,79.5,6.42,2049.2,26.6,86.4,Rice
44.5,17.6,16.3,30.8,74.1,6.8,3000,25.6,81.4,Rice
46,62.2,40.8,31.2,81.2,6.43,2126.4,32.2,80.6,Rice
44.4,59.4,45.5,37,96,6.49,2237.4,37,75,Rice
51.2,49.8,10,28.6,63.2,6.3,1629.4,31.5,89.3,Rice
55.2,26.4,54.1,30.7,66.5,6.22,1960.3,33.2,95.9,Rice
76.9,19.9,29.4,29.4,61.8,7.5,2264,27.8,93.7,Rice
76.4,52.8,40.7,27,75.6,6.02,2314.1,31.9,82.9,Rice
48.8,80.2,28.5,31.5,84.5,7.22,2056.2,28.1,88.4,Rice
77.8,48.4,29.8,35.3,88.3,6.72,1159.4,33,82.5,Rice
16.9,39.6,27.6,30.7,78.2,6.59,2268.3,27.4,68.1,Rice
44.8,59.3,18.4,31.2,83.3,7.17,1973.5,30.3,84.6,Rice
78,55.9,10,29.5,76.6,6.32,1856.9,24.2,89.5,Rice
60.2,31.7,18.7,30.1,74.3,6.16,2009.1,27.9,86,Rice
31.8,45.2,48.7,27.7,92.3,6.4,1999.7,28,80.9,Rice
18.4,54.1,22.5,26.6,100,6.8,2357,29.4,87.4,Rice
10,81.3,41.8,25.9,97.9,6.4,1805.6,31,72.8,Rice
56.5,17.7,37.2,32.8,64.7,6.41,2823.4,27.1,76.7,Rice
45,48.8,41.9,31.5,82.1,7,1886.7,28.9,55.4,Rice
71.4,42.3,51.4,26.2,84.5,7.17,2180.4,27.5,69.7,Rice
24.2,40.2,19,28.6,79.6,6.92,2517.6,20,68,Rice
56.5,71.7,34.8,30.8,73.4,6.56,2369.7,24.3,88.3,Rice
57.5,59.2,20.7,22.8,70.5,6.96,2530.7,28.6,86.6,Rice
29.2,61.6,10,29.1,60.2,6.55,2119.2,24.4,75.6,Rice
16.9,51.6,55.6,27,80.2,6.84,1809.9,28.6,62.2,Rice
37.7,75.5,42.5,24.8,91.1,6.58,1790.5,29.9,63.7,Rice
24.2,26.7,10,28.7,87.1,6.33,1689.1,31.2,78.4,Rice
36.4,59.1,48.9,26.2,54.4,7.08,1336.2,28.3,87.6,Rice
10,47.6,49.3,35.2,68.6,5.83,2228.1,26.9,97.4,Rice
70.7,31.9,49.3,37,86.5,6.66,2109.8,30.8,100,Rice
44.8,42.6,25.6,33.1,74.7,7.5,1990.5,25.5,100,Rice
46.1,74.3,12.2,30,83.3,7.5,2363.9,26.3,70.5,Rice
33.3,59,39,31.9,76.8,5.97,2223.6,29.1,82.5,Rice
87.1,45.8,31.2,29.3,83,6.89,2295.1,31.9,79.4,Rice
54.4,35.9,27.7,34.1,82.4,6.87,2101.2,28.1,89.5,Rice
25.6,56.8,37.2,26.5,80,6.09,1970.9,27.7,74.6,Rice
49.9,41.7,42.7,33.4,85.9,5.6,1412.1,27.4,53.2,Rice
75,44.5,10,30.1,78.7,6.22,1800.8,26.6,80.4,Rice
32.6,34.3,33.7,34.3,70.4,6.08,1413.1,25.1,90.8,Rice
60,10,34.1,27.6,73.4,6.73,2124.6,28.4,87.7,Rice
56.9,48.4,28.4,29.4,73.7,5.84,1990.9,27.3,81.4,Rice
59,87.7,41.6,29.6,79.7,5.9,1905.3,30.2,80.8,Rice
55.1,42.5,45.3,25.6,100,6.6,2047.7,26.8,79.8,Rice
41.8,55.8,70,32,78,6.98,2535.5,27.8,57.2,Rice
74.1,38,10,21,74.1,5.91,2832.9,27.1,83.3,Rice
77.1,72.8,41.2,29.1,88.6,5.61,2242.8,27.7,68.2,Rice
54.2,41.3,12.1,28.6,70.3,6.56,1867.4,21,78.6,Rice
43.8,54.6,52.1,30.1,62,6.74,1822.8,28.9,65.6,Rice
28.8,44.3,70,31.1,88,6.15,2762.3,29.7,71.9,Rice
62.1,32.1,61,27.7,70.4,7.03,1828.5,24.8,81,Rice
85.1,55.3,26.1,28.3,62.2,7.14,1967.6,25,100,Rice
45.7,50.8,30.2,26.7,95.6,6.85,2092.4,26.6,89.3,Rice
18.7,65.2,25.1,24.6,50,6.19,2436.3,31.1,90.1,Rice
62.9,70.9,14.9,28.8,71.1,6.47,2443.6,22,100,Rice
52.5,40.8,29.4,33.6,71.3,6.03,1988.1,24.1,83.5,Rice
70.3,37.5,29,33.8,62.9,6.37,1639.5,27.4,53.3,Rice
57.2,67.3,40.9,37,50.5,6.43,686,27.5,20,Maize
110.5,42.2,59.9,26.8,67.2,6.88,784.9,31.5,69.3,Maize
67.9,47.9,36.1,37,61.6,5.5,721.3,26.1,44.8,Maize
28.1,43.8,36,23.7,60.4,5.89,735.6,25.3,53.9,Maize
84.9,37.8,82.9,30.2,55.4,6.07,889.5,27.3,60,Maize
99.4,45.5,33.2,28.8,66.9,5.98,849.2,25.5,49.4,Maize
128.3,39.7,43.4,25.1,65.2,5.84,1200,36.5,45.8,Maize
103.7,38.9,20,36,49.3,5.5,847,25.6,61.8,Maize
115.1,50.4,63.7,37,53.4,5.96,851.5,21.5,31.2,Maize
116.2,59.9,28.5,29.7,71.9,6.36,720.7,28.4,59.7,Maize
48.4,49.9,33.1,23,68.8,6.08,648.7,24.4,63.8,Maize
23.8,48.6,38,33.8,46.8,7,766,30.5,65.8,Maize
143.8,66.2,55,31.4,50.7,5.85,933.9,30.5,27.4,Maize
116.6,66.2,22.9,29,65.3,5.82,786.5,27.5,75.3,Maize
73.3,42.2,39.7,27.9,48.4,5.5,703,28.7,73,Maize
82.6,59.8,20,37,78.9,6.15,911.5,31.4,52.8,Maize
142.6,65.2,60.8,19.1,68.7,5.5,781.8,32.8,34.6,Maize
37.8,46.5,36,34.1,62,6.51,866.8,27.2,63.5,Maize
95.1,38.1,64,30.4,56.6,5.95,696,26.2,50.3,Maize
61.6,31.6,65,33.8,59,6.27,830.1,24.8,20,Maize
68.7,56.8,33.9,32.8,59.3,6.05,823.9,34.7,49.5,Maize
101.9,64.5,37.4,26.2,51.1,6.25,841.3,27.3,20,Maize
50.2,63.2,24.7,33.7,54.5,5.86,810.8,30.8,66.5,Maize
68.8,32.9,49.9,28.2,39.4,5.66,683.2,31.2,50.7,Maize
82,11.7,20,28.3,69.7,6.24,739.4,29.3,59.3,Maize
89,56.5,39.6,37,40.7,5.5,760.9,25.5,47.2,Maize
48.5,21.8,51.8,29,53.6,6.74,640.6,29.5,43,Maize
149.5,50.3,42.1,27.4,63.9,7,885.4,31,23.6,Maize
108.7,34.8,34.4,18.9,43.1,5.96,797.6,27.2,56.9,Maize
92.2,40.6,20.7,31.7,61.9,6.78,789.8,28,43.2,Maize
112.4,50.2,75.9,31.2,63.8,6.89,611.3,28.4,41.8,Maize
103.9,53.9,43.7,29,70.1,6.03,824.5,23.6,62.3,Maize
74.6,64.9,28.4,37,56.1,5.71,701.7,21.3,79.5,Maize
115.7,43.2,27.9,35.6,63.8,5.64,844.7,24.7,31.5,Maize
150,32.6,20,23.1,52.6,5.72,674.2,29.5,48.2,Maize
90.4,52.9,65.8,28.2,49.4,5.5,732.9,30.3,53.3,Maize
45.5,33.8,44,33.1,66.8,5.7,683.4,24.5,36.9,Maize
73.3,55.4,112.4,35.3,52,6.04,787.8,37,79.5,Maize
120.4,41.4,25.5,32.6,61.3,6.51,854.4,30.8,20,Maize
64.6,48.1,58.4,31.7,59.2,6.46,860.9,23.8,57.8,Maize
104.3,35.1,83.4,30.1,78,6.18,776.9,36.6,39.3,Maize
61.9,48.5,20,28.5,52.4,5.97,932.1,35.5,53.4,Maize
143.9,63.7,20,34.1,54.2,6.51,737.2,27.8,45.4,Maize
147.5,48.7,82.5,36.1,49.5,6.14,926.6,25.3,37.4,Maize
66.6,51.3,28.7,34.9,53.9,5.5,749.9,35.2,37.1,Maize
122,40.4,20,37,59.2,5.5,500,31.9,52.1,Maize
116.9,40.1,64.1,37,54.7,5.5,598.7,20.7,43.1,Maize
101.5,53.1,20,33.8,53.4,5.95,685.3,21.6,57.1,Maize
72.3,42.2,45.8,30.3,67.9,5.5,1200,28.8,63.2,Maize
95.1,74.8,37.3,37,63.3,6.19,738.5,30,68.4,Maize
114.8,55.7,37.2,32.7,50.9,5.67,855.4,31.2,34.8,Maize
74.8,55.1,112.4,26.3,52.8,6.03,884.8,27.9,48,Maize
111.7,45.6,25.9,29.4,47.4,6.03,907.3,26.2,56.8,Maize
97.1,70.7,53.6,37,41.2,6.92,862.2,25.8,55.7,Maize
50.1,31.2,45.2,36.8,66.7,6.17,746.2,20.9,60.4,Maize
58.1,57.9,43,29.3,63.8,6.92,963.7,22.4,56.6,Maize
83.2,35.3,26.2,29.2,64,6.18,949.6,34.5,41.2,Maize
51.9,47,62.7,22.1,66.7,5.95,922,30.9,47.5,Maize
60.1,26.5,22.2,27,51.4,6.21,663.5,30,42.5,Maize
93.5,48.6,20,23.8,31.2,6.11,709.3,30.7,72.2,Maize
83.1,39.2,42.3,32,67,6.09,808.5,27.7,35.6,Maize
20,46.5,42.4,27.8,62,5.5,674.4,29.9,73.3,Maize
52.9,71,44.3,34,83.8,5.94,732.1,26.1,40.8,Maize
149.6,36.4,59.6,32.2,61.6,6.4,867,31.5,44.9,Maize
74.3,65,48.4,35.7,66.8,5.5,861.6,24.9,54.1,Maize
109.3,44.5,21.1,31.3,73.2,6.4,960,27.4,65.6,Maize
42.8,38.2,37,27.2,90,5.52,896.8,28,39.2,Maize
99.4,81.1,33.9,32.6,54.4,5.81,774,24.8,58.1,Maize
76.3,61.4,49.7,27.9,51.1,6.41,813.9,27.2,53.6,Maize
60,47.8,58.9,27.3,58.9,5.5,1001.1,20.7,51.9,Maize
114.9,54.2,55.5,36.2,65.8,5.6,879.5,30.9,59.2,Maize
45.4,55.1,42.2,31.2,69,5.5,727.8,29.1,20,Maize
138.2,42.2,20,28.8,45.7,5.83,603.8,34.2,42.5,Maize
44.5,58.3,62.7,31.3,61,5.5,927.9,21,62.6,Maize
108.1,64.4,26.8,34.2,65.2,5.67,610.9,26.7,53.2,Maize
81.6,50.8,30.5,37,53.3,5.5,822.8,37,58.9,Maize
72.8,31.3,20,26.5,55.5,5.89,991.8,32.7,42.9,Maize
89.5,10,20,30.8,61.4,5.67,902.8,24.7,59.9,Maize
119.7,62.6,45.5,37,59.2,5.5,738.3,25.3,58.4,Maize
113.9,51.8,20,32.3,51.7,6.04,1127.4,24.6,59.1,Maize
125,60.4,20,34.8,59.2,5.5,975.3,34,75.5,Maize
100.4,36.2,24.6,28.5,53.6,5.79,740.7,30.3,47,Maize
39.1,33.8,45.1,27.6,64.1,5.7,961.6,26.7,61.9,Maize
67.1,55.9,38.5,37,59.6,7,788.1,27.3,33,Maize
113.5,36,31.6,21,52.5,6.16,765,30.5,52.9,Maize
89.4,50.8,57.1,34.5,61.2,7,716,27.5,38.6,Maize
80.1,45.8,42.5,27.1,47.1,6.5,858.8,30,38.8,Maize
109.3,64.2,48.6,25.7,40.6,5.5,854.4,26.6,49.7,Maize
101.1,46,36.9,33.4,51.7,5.5,727,33.8,50.8,Maize
96.8,39.9,20,29.8,55.4,6.18,823.9,28,53.5,Maize
94.6,48,40.3,30.6,58.6,5.85,899.8,29.3,36,Maize
86.4,53.3,37.6,22.2,58.3,5.82,778.2,29.5,45.8,Maize
82.1,25.4,30.5,26.9,52.4,6.03,769.5,31.2,60.2,Maize
67.8,58.6,20,37,47.5,6.18,976.5,26.4,35.8,Maize
120.3,28.6,29.5,26.6,62.8,5.79,979.3,37,44.6,Maize
78.5,55.3,49.8,31.5,67.3,5.96,727.6,33.9,48.6,Maize
76.2,56,48.3,28,55.8,5.68,839.9,30,47.3,Maize
108.8,39,47.3,22.8,76.3,6.47,673.4,21.9,45.3,Maize
66.7,27,41.2,30,64.7,6.75,740.3,25.8,52.7,Maize
85.3,38.4,22.7,23.9,53,6.36,716.1,25.2,44,Maize
77.7,22.8,61.1,32,71.3,6.02,740.6,26.6,46,Maize
74.9,62.1,20,31.2,66.8,6.17,904.9,26.3,31.1,Maize
121.2,54.8,57.9,34.7,34.9,5.62,789.7,29.2,59,Maize
72.1,29.2,47.9,30.9,40.1,6.48,761.6,27.5,55.2,Maize
74.5,12,72.9,25.8,62.6,6.28,819.3,18,33.2,Maize
109.2,58.7,48.3,29.6,69.9,6.29,843.4,26.5,28.1,Maize
53,52.3,65.7,24.1,71.6,5.5,773.7,23.3,37.1,Maize
116,51.7,36.1,32.2,70.9,5.5,814.8,24.5,61.4,Maize
150,57.6,36,24.2,47.3,5.85,787.9,34.4,72.1,Maize
87.6,51.7,47.4,31.9,52,6.59,876.7,25.6,60.1,Maize
42.8,64.9,50.4,27.6,40,5.57,812,23.1,47.5,Maize
42.5,47.9,65.1,29.5,69.8,5.9,783.7,32,50.5,Maize
92.7,58,57,29.6,38.6,5.5,796.3,34.8,32.8,Maize
102.4,74.9,48.6,37,46.4,6.57,785.1,31.8,53.2,Maize
82.5,32.3,49.1,32.8,61.4,6.19,876.1,27,51.8,Maize
123.2,29,20,37,52.2,6.44,1200,24.1,22.7,Maize
98.9,80.5,61.1,37,54,5.55,892.1,33.4,39.4,Maize
91.2,41.3,25.4,30.4,81.7,5.59,698.7,29.9,45.8,Maize
90.5,59.4,63.2,32.3,81.8,5.91,712,25.8,48.8,Maize
149.2,48.2,25.4,21.5,56.2,5.94,708.1,26.6,64.6,Maize
132.6,45.4,47.8,27.2,90,5.5,920.4,26.5,71.9,Maize
150,23.5,35.2,24.9,51.5,6.07,859.2,27.6,57.7,Maize
79.1,53.8,38.7,21.7,57.5,6.14,720.3,36.8,47.9,Maize
67.6,37.1,20,30.9,63,5.5,917.1,34.6,65.4,Maize
101,41,23.7,25.9,61.6,6.66,1012,24,42.5,Maize
70.3,10,51.3,21.9,61.3,5.5,751.1,32.2,70.2,Maize
84.9,49.5,20,32.2,51.7,6.21,901.1,19.3,61.8,Maize
41,48.2,45.9,32.8,49.1,6.58,864.4,29.7,53.6,Maize
47.2,62.3,26.9,27,69,5.94,815,30.4,21.6,Maize
86.4,57.6,38.2,29.5,62,5.84,892.2,26.7,53.5,Maize
83.7,66.8,35.6,33.1,52.2,5.5,806.7,21.8,40.2,Maize
58.1,54.7,62,32.8,56.4,6.61,802.1,30,62,Maize
117.4,29.3,47.1,36.8,69.1,6.23,835.5,26.1,70,Maize
119.5,68.9,30.5,33.5,57.8,5.5,742.1,28.8,35.5,Maize
56.4,41.3,42.1,26.1,63.2,6.04,768.9,27.8,63.3,Maize
141.4,42.2,69.7,26.5,59.2,5.65,943.2,29,55.9,Maize
77.2,62.6,30.7,27.9,70.7,5.54,1043.2,32.3,44.5,Maize
21,35.5,56,37,82.3,6.29,864.7,23.1,56.9,Maize
80,65.6,41.4,30.2,62.7,5.83,912.1,29.6,32.4,Maize
107.5,37.3,39.6,25.3,65.5,5.89,663,33.9,41.5,Maize
80.1,44.2,35.4,30.5,70.1,6.05,972.6,29.8,40.4,Maize
112.7,51.8,32.7,24.3,47.1,5.54,554.7,29.5,58.4,Maize
94.7,64.6,42.5,33.8,63.9,6.53,687.4,34.6,33.3,Maize
68.2,44,34.6,29.5,60,5.5,827.3,27.8,20,Maize
98.7,30.7,38.4,28.3,54.2,6.18,500,33.7,74.1,Maize
81.4,100,54.3,37,51.8,5.97,867.2,32.1,47,Maize
76.1,40.6,42.8,30.8,46.8,6.18,657.3,31.2,49.5,Maize
121.1,71.4,39.5,32.4,43.5,5.91,855.5,31,76.8,Maize
90.4,64,66.8,37,61.5,6.26,906,22.8,62.6,Maize
98.2,71.9,63.8,29.6,55.1,5.8,754.4,27.7,72.8,Maize
92.6,46.8,35.2,31.7,47.2,5.7,713.4,37,46.7,Maize
42.1,71.9,67.3,30,58.5,5.91,762.7,25.1,49.7,Maize
88.8,44.1,60.9,32.7,62.3,5.76,766,27.5,41.9,Maize
81.1,55.8,43.8,33.5,39.1,5.59,904.4,27,52,Maize
104.1,68.2,64,19,30,6.29,880.3,22.4,56.8,Maize
54.9,54.6,108.7,22.8,50.4,6.07,978.7,29.2,48.3,Maize
112.8,48.6,40.3,28.3,57,5.83,839.9,29.3,42.8,Maize
79.6,48.2,20,30.7,67.3,6.05,756,27.2,47.6,Maize
61.3,53.5,20,23,72.1,6.1,944.3,24.4,37.7,Maize
65.9,51.5,43.4,27.3,53.1,5.94,701.9,37,62.6,Maize
46.6,46.1,49.7,21.3,49,5.5,698.8,26.3,48.7,Maize
121.5,66.5,33.4,34.1,70.7,6.13,866.4,27.2,20,Maize
97.9,48.7,54.9,34.7,71.6,5.5,660.4,29.3,37.4,Maize
79.3,54.4,32.9,30.2,55.8,6.37,861.6,36.5,24.1,Maize
43.4,46.3,29.4,20.6,65.5,5.85,852.7,26.7,58.9,Maize
81.7,15.5,20,26.2,62.1,5.69,838.6,30.6,55.8,Maize
120.6,32.7,43.2,28.1,76.6,6.68,840,29.8,77.6,Maize
54.1,31.8,59.9,25.9,49.1,6,900.6,29.5,43.8,Maize
125.4,42.8,48.4,30.9,60.2,5.98,804.9,28.4,52.1,Maize
111.1,45.7,36.5,32.8,59.1,6.23,743.1,31.5,56.3,Maize
122.5,54.3,71.7,33.8,78.1,6.45,635.2,29.2,73.7,Maize
38.7,61.6,20,34.2,70.2,6.47,848.5,22.4,66.3,Maize
70,52.7,61.5,27.6,50.7,6.2,776.8,25.6,76.6,Maize
62.6,53.3,44.3,37,57.1,5.68,720,29,61,Maize
20,50.4,65.1,29.9,47.3,5.75,904.1,31,52.2,Maize
73.2,67,20,25.3,62.9,5.5,719.6,30.7,40.7,Maize
49.2,79.1,36.2,27.4,73.6,6.55,669.9,31.2,80,Maize
62.3,64.3,45.6,25.2,37.7,6.45,746.4,24.9,77.1,Maize
150,68.6,62.8,25.8,40.8,5.96,957.5,22.9,39.4,Maize
99.5,62.2,43,33.5,73.1,6.46,901.5,25.1,80,Maize
81.1,62.5,24.7,37,66.8,5.93,804.8,25.5,31.5,Maize
61.2,49.2,53.4,23.2,83,6.61,775.2,27,53,Maize
62.7,35.6,28.3,24.5,63.4,5.97,831,30.7,55,Maize
90,54.5,44.4,22.4,44.4,5.5,824.3,22.3,80,Maize
72.2,66.1,40.8,21.8,39.2,6.55,615.9,26.3,52.6,Maize
98.1,35.2,57.5,35,61.1,6.13,750.4,31.2,42.7,Maize
76.7,51.3,20,30.1,66.2,5.71,1104,21.4,64.5,Maize
150,17.9,64,29.3,68.4,6.1,922.9,22.6,43,Maize
113.1,58.4,51.5,28.4,64.3,5.85,836.2,32.5,56.7,Maize
72.9,44.7,20,23.1,53,5.83,880.4,24.9,50.2,Maize
110.5,13,20.3,37,46.4,6.39,639.7,22.4,56.9,Maize
145.7,41.6,20,29.5,72.3,5.93,675.2,30.9,52.2,Maize
80.4,43.2,25.5,34.7,44.9,6.16,854.5,33.2,55.1,Maize
53.6,32.6,67.5,37,70.8,5.86,955.7,24.3,44.7,Maize
70.9,59.9,56.2,23.4,68.9,5.5,521.7,22.2,75,Maize
95.5,40.7,67.4,30.9,68.9,6.24,822.7,23.4,55.4,Maize
34.9,35.9,53.2,29.6,57.3,5.83,721,22.2,27.9,Maize
127,64.7,72.5,29.7,64.6,7,927.7,24.7,58.6,Maize
86,47.1,34.7,32.9,43.6,5.56,870.2,32.7,67.7,Maize
137.5,62.7,43.4,31.3,72.1,6.39,785.6,35.8,55.3,Maize
94.3,59.7,20,22.4,76.7,6.16,960.5,24.8,35.6,Maize
51.6,71.4,25.7,35.8,49,5.76,728.8,35.3,65.4,Maize
58.6,40.3,20,32.9,65.9,6.01,816.6,31.8,33.7,Maize
40.9,76.9,56.2,28.6,65.6,6.56,686.8,26.7,54.3,Maize
60.3,65.5,49.6,25.5,52.1,5.66,751.8,31.9,56.2,Maize
114.4,53.3,21.9,33.7,56.6,6.47,721.8,30.3,53.8,Maize
54.5,52.1,44.9,24.5,87.5,6.14,979.6,24.8,66.7,Maize
94.7,67.1,56.7,32.5,62.2,6.36,774.5,25.9,49.4,Maize
102.1,37.6,20,34.6,61.2,5.5,823.6,36.6,51.3,Maize
92.7,21.6,20,27.6,56.9,6.52,770.6,24.4,31.6,Maize
88.6,36.9,40.3,29.6,60.3,5.5,909.6,25.6,49.9,Maize
96.3,67.9,48.3,29.1,50.7,5.71,898.8,27.4,69,Maize
54,22.2,65.3,28.4,62.6,5.61,946.9,31.4,62.1,Maize
62.6,21.3,46.7,35.9,66.5,6.36,930.4,26.7,43.5,Maize
112.5,25.3,29.1,29.2,60.4,7,698.8,28.2,47.8,Maize
72.8,55,20,28.4,51.5,5.97,873.8,27.1,37.9,Maize
104.1,57.4,49.1,30.8,74.9,5.8,771.6,26.2,44.3,Maize
59.9,36.3,50.2,25,67.4,6.57,835.2,26.9,62,Maize
71.6,45.5,67.1,30.6,46.7,5.5,1030.8,34.4,52.3,Maize
98.3,22.6,39.8,28.2,58.4,6.04,796.5,27.4,29.8,Maize
94.4,55.5,30.7,32.6,66.2,5.65,774.3,35.1,55.4,Maize
89.8,62,45.1,36.6,53.9,6.37,771.4,24.8,48,Maize
44.6,58.8,20,28.3,71.6,5.62,736.9,37,51.5,Maize
94.4,31.9,29.6,30.3,84.5,5.79,762.7,27.5,80,Maize
107.2,53,56.4,29.2,68.3,5.63,719.9,31.5,46.5,Maize
135.7,57.3,38.1,34.9,47.1,5.5,849,28.1,66.7,Maize
85.3,72.6,55.9,21,48.7,5.75,967,37,61.7,Maize
35.1,32.6,50,26.5,50.9,6.58,614.3,32.9,80,Maize
71.6,50.3,30.2,33.6,63.8,5.5,890.4,24.1,62.2,Maize
113.5,57.1,21.7,32.7,42.8,5.5,758.8,29.2,30.5,Maize
102.5,100,59.9,35.1,74.1,6.46,550.4,22,48.8,Maize
150,40.7,42.5,36.3,63.6,5.5,728.4,27.5,29.7,Maize
64.8,16.7,29.6,26.2,60.9,6.47,653.6,22.1,38.4,Maize
104.1,48.1,20,32.3,54.9,5.8,840.7,32.5,55,Maize
108.7,47.4,30.1,31.6,43.1,6.03,874.1,29.1,50.2,Maize
104.7,36.1,52.5,30.8,49.5,6.28,813.1,24.7,51.4,Maize
97.7,75,43,18.2,43.7,6.67,844.5,27.8,71.1,Maize
132.2,45,35,26,52.8,5.5,930.6,24.9,44.9,Maize
118,71.7,27.9,37,36.9,5.7,824,22.7,22.7,Maize
86.2,59.8,46,22.5,70.3,7,783.7,22.9,30.7,Maize
113.6,67.7,20,23.5,53.9,5.83,780.4,28.8,67.4,Maize
106.3,44.9,66.7,34.1,47.5,6.21,837.7,23,52.2,Maize
55.2,50.8,44.8,35.7,62.9,5.77,809.6,36.7,66.8,Maize
96.2,38.1,49.6,33.2,64.2,6.67,633.2,29.1,49,Maize
107.9,56,54.3,27.4,67.9,5.69,888.5,27.4,60.2,Maize
57.3,22.7,44.1,32.7,49.8,6.27,651,29.8,25.5,Maize
75.9,60.3,57,37,60,6.63,699.2,24.2,20,Maize
95.7,82.8,31.3,24.3,38.6,6.5,798.6,27.7,34.1,Maize
90,48.3,65.1,25.2,54.1,5.5,913.8,18,34.9,Maize
124.8,55.1,20,19.3,72.2,6.09,791.2,29.2,60,Maize
65.8,62.1,39.8,28.5,59.6,6.56,850,34,75,Maize
117.4,27.7,43.8,33.3,64.2,5.5,783.6,21.4,63.2,Maize
95.2,56.1,42.9,29.3,53,6.48,763.6,25.9,80,Maize
78.6,66.6,43.3,30.9,77.7,5.5,712.6,29.1,41,Maize
111.7,34.9,29.7,29.9,61.8,5.88,804.4,36.8,55.4,Maize
72.9,50.1,47.2,31,54.7,5.88,754.9,24,53.8,Maize
91.4,57.6,63.2,33.3,69.5,6.19,897,28.9,59.7,Maize
54.5,54.3,20,28.4,61,6.61,880.3,33.7,44,Maize
81.1,45.6,30.3,25.6,58,6.03,716.3,27.6,34.9,Maize
107.2,10,54.1,29.4,55.1,5.5,664.8,23.8,36.1,Maize
123.4,54.5,38.2,30,49.2,5.59,817.1,26.7,65.3,Maize
95.7,42.1,52.5,33,70.4,5.84,873.5,25.4,30.8,Maize
106.3,56,69,24.4,62.5,5.5,725.2,26.5,50,Maize
128.9,59.8,87.5,28.8,66.3,5.58,743.3,31.4,47.7,Maize
127.4,46.6,38.1,26.2,70.3,5.93,691.5,28.1,63.8,Maize
108.5,64.2,74.6,29.2,70.7,5.98,812.7,22.3,70,Maize
99.5,50,20,25.7,63.1,5.5,707.9,37,53.2,Maize
89.2,36.6,35.5,31.4,55.7,6.23,811.5,22.6,49.5,Maize
68.2,64.2,61.4,26.7,59.7,5.73,950.3,30.5,61.9,Maize
